reference_timestamp,Id,fkl010h0_ANT,fkl010h0_BAS,fkl010h0_DAV,fkl010h0_DOL,fkl010h0_GVE,fkl010h0_INT,fkl010h0_LUG,fkl010h0_SIO,fkl010h0_STG,fkl010h0_ZER,fkl010h3_ANT,fkl010h3_BAS,fkl010h3_DAV,fkl010h3_DOL,fkl010h3_GVE,fkl010h3_INT,fkl010h3_LUG,fkl010h3_SIO,fkl010h3_STG,fkl010h3_ZER,gre000h0_ANT,gre000h0_BAS,gre000h0_DAV,gre000h0_DOL,gre000h0_GVE,gre000h0_INT,gre000h0_LUG,gre000h0_SIO,gre000h0_STG,gre000h0_ZER,prestah0_ANT,prestah0_BAS,prestah0_DAV,prestah0_DOL,prestah0_GVE,prestah0_INT,prestah0_LUG,prestah0_SIO,prestah0_STG,prestah0_ZER,rre150h0_ANT,rre150h0_BAS,rre150h0_DAV,rre150h0_DOL,rre150h0_GVE,rre150h0_INT,rre150h0_LUG,rre150h0_SIO,rre150h0_STG,rre150h0_ZER,tre200h0_ANT,tre200h0_BAS,tre200h0_DAV,tre200h0_DOL,tre200h0_GVE,tre200h0_INT,tre200h0_LUG,tre200h0_SIO,tre200h0_STG,tre200h0_ZER,ure200h0_ANT,ure200h0_BAS,ure200h0_DAV,ure200h0_DOL,ure200h0_GVE,ure200h0_INT,ure200h0_LUG,ure200h0_SIO,ure200h0_STG,ure200h0_ZER,tre200h0_lag,tre200h0,target_tre200h0_plus12h,target_tre200h0_plus24h,target_tre200h0_plus48h
2018-05-10 05:00:00,9155,0.9,1.4,0.6,7.4,0.6,0.7,1.5,1.3,0.4,1.1,2.4,3.5,1.3,9.5,1.2,2.0,2.8,2.0,0.9,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,863.6,984.3,846.9,838.2,974.4,955.4,989.3,967.0,932.6,842.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9.3,4.0,9.1,7.5,8.2,11.2,9.3,9.1,5.0,91.5,84.8,83.6,66.5,95.0,92.4,84.6,87.1,92.0,73.1,10.3,7.0,18.6,7.3,6.0
2018-05-11 02:00:00,9156,5.8,1.0,1.1,9.6,1.1,0.6,1.4,1.0,1.1,0.8,9.5,2.5,2.9,11.2,1.9,2.5,2.8,2.5,3.7,2.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,853.5,972.7,837.0,826.9,962.7,943.6,978.8,955.3,920.5,831.8,0.1,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,6.4,7.1,5.5,7.7,8.6,7.5,12.5,8.5,6.6,3.5,83.8,92.8,78.4,62.0,92.7,94.0,97.7,85.8,97.0,95.0,7.6,7.7,11.9,6.1,12.4
2018-05-11 04:00:00,9157,2.6,1.5,1.2,5.1,1.7,1.2,1.1,1.7,0.9,1.1,6.4,3.3,2.3,6.7,4.0,2.6,3.3,2.8,4.5,1.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,853.0,972.5,836.3,826.0,961.7,942.8,978.7,954.9,920.4,831.7,0.1,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.1,6.5,5.8,5.1,7.4,8.5,5.8,12.6,9.4,6.0,3.7,79.9,94.2,81.0,60.9,91.6,97.2,96.5,78.9,99.6,94.7,7.2,7.5,11.4,6.1,12.7
2018-05-11 08:00:00,9158,5.8,0.7,0.7,2.9,1.6,1.1,1.0,1.1,2.2,0.8,12.3,1.4,2.0,4.7,3.6,3.4,2.1,2.5,8.3,2.0,71.0,68.0,68.0,136.0,21.0,14.0,16.0,34.0,110.0,65.0,853.0,972.4,836.4,825.9,961.8,942.5,979.7,954.5,920.2,831.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,7.4,5.2,5.2,9.3,8.6,6.7,12.3,9.2,8.0,4.0,72.5,93.8,80.7,56.7,91.5,98.9,97.8,80.2,87.8,92.6,9.9,7.3,6.2,5.6,11.5
2018-05-12 12:00:00,9160,1.1,3.3,0.8,4.5,1.1,1.0,0.8,1.9,0.7,1.7,2.7,6.4,1.8,6.3,3.3,2.0,1.7,3.3,1.6,4.1,170.0,203.0,178.0,317.0,85.0,135.0,364.0,389.0,114.0,394.0,861.9,986.1,845.7,837.3,976.1,955.8,989.3,967.7,933.5,840.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,9.3,1.4,9.2,6.6,7.8,10.5,9.2,5.0,4.9,70.2,81.2,88.8,25.5,92.2,84.7,59.5,66.6,100.0,68.4,9.7,8.0,13.0,9.8,12.0
2018-05-12 21:00:00,9161,2.8,3.3,1.0,11.2,1.4,1.2,0.5,1.9,0.8,1.3,6.7,6.8,2.1,15.8,2.8,3.1,2.2,3.8,2.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,860.1,982.2,843.2,835.0,972.8,953.2,990.2,964.7,930.1,839.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,8.1,1.9,6.4,6.1,6.9,8.2,7.3,4.7,3.6,67.3,85.0,92.9,37.4,95.7,93.6,73.4,80.2,99.0,72.1,6.1,6.4,11.6,8.3,11.0
2018-05-13 02:00:00,9162,4.3,1.0,0.3,5.5,1.3,3.0,1.1,1.6,4.2,1.0,6.7,4.8,1.0,7.7,3.0,7.5,3.5,5.5,8.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,853.2,974.6,837.4,828.7,964.3,944.8,977.4,955.0,922.2,832.2,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,10.7,13.8,5.2,3.7,12.7,14.5,13.7,15.2,13.3,8.0,63.4,91.5,81.9,99.5,95.8,73.9,94.4,74.3,72.5,76.2,6.1,12.4,11.1,7.9,9.3
2018-05-13 10:00:00,9163,5.8,2.9,3.5,8.3,2.6,4.9,1.2,9.6,1.8,2.8,11.2,6.6,7.1,9.8,4.8,8.3,2.8,14.0,4.3,9.4,726.0,65.0,310.0,227.0,231.0,276.0,597.0,813.0,437.0,707.0,851.7,975.9,835.2,826.9,964.5,943.3,976.1,953.0,921.4,829.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.3,12.3,0.3,10.0,13.3,18.1,15.8,15.1,13.7,60.5,80.1,54.4,100.0,91.5,80.4,75.2,62.3,71.5,32.7,6.8,11.3,8.2,10.8,11.5
2018-05-13 12:00:00,9164,6.4,2.0,1.8,8.5,1.5,6.4,3.5,10.9,2.7,4.3,10.5,5.4,3.5,10.7,4.2,11.5,6.4,16.4,5.8,12.7,453.0,85.0,235.0,213.0,156.0,363.0,567.0,684.0,669.0,1010.0,850.9,975.5,834.5,826.2,963.3,942.8,974.8,951.6,920.5,828.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,9.8,12.9,0.4,11.3,12.6,19.4,15.3,16.5,13.6,56.7,87.4,53.1,100.0,79.3,81.9,68.3,59.8,69.9,35.2,8.0,9.8,8.1,12.0,13.9
2018-05-14 06:00:00,9165,2.0,0.6,3.8,3.6,2.6,1.3,0.8,1.0,1.4,1.2,6.2,1.4,5.9,5.0,4.8,4.5,3.1,3.3,2.6,2.6,28.0,29.0,104.0,35.0,38.0,28.0,38.0,30.0,43.0,30.0,848.3,972.1,831.3,823.7,962.0,941.9,975.7,953.8,918.9,827.3,1.2,0.0,0.0,0.0,0.0,0.1,2.1,1.1,0.0,1.3,5.0,9.7,5.9,0.1,7.7,8.6,9.9,8.2,8.2,1.2,92.1,91.7,94.6,100.0,91.0,83.4,94.5,88.3,94.7,94.7,12.3,7.9,12.1,9.3,10.7
2018-05-14 15:00:00,9166,5.8,1.6,1.9,3.4,1.9,1.8,3.1,8.7,2.2,2.6,11.2,3.8,5.5,5.6,5.4,4.1,6.5,13.5,4.0,9.7,223.0,147.0,140.0,226.0,395.0,216.0,482.0,756.0,61.0,550.0,850.5,973.7,832.9,827.1,962.9,943.3,975.3,952.2,920.4,828.4,0.1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,13.4,8.3,4.0,15.2,13.9,17.2,18.1,10.8,10.8,59.2,77.2,83.1,100.0,58.5,63.5,54.3,47.5,86.5,38.0,11.1,13.8,9.1,12.2,13.0
2018-05-14 18:00:00,9167,5.3,1.7,3.5,4.7,4.0,0.6,2.8,6.5,2.4,3.4,10.3,4.2,5.5,6.6,6.9,2.5,7.1,11.0,6.5,7.9,14.0,22.0,6.0,62.0,72.0,22.0,48.0,68.0,2.0,78.0,851.5,973.6,833.6,827.5,963.5,944.1,975.5,952.9,920.7,828.9,0.0,0.0,1.0,0.1,0.0,1.1,0.0,0.0,7.3,0.0,5.3,12.5,5.5,3.4,13.9,11.0,16.1,14.9,9.5,8.3,78.4,85.0,95.5,100.0,68.0,90.4,57.4,58.1,93.3,38.3,9.6,12.1,9.3,13.0,11.9
2018-05-15 01:00:00,9168,1.2,0.7,1.3,7.4,2.6,0.7,2.9,1.8,1.2,0.6,2.6,2.9,2.2,9.6,4.4,1.9,7.0,3.5,3.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,851.3,973.7,834.2,827.0,964.2,945.2,975.1,956.7,921.2,830.3,1.2,0.2,1.7,1.8,1.9,1.6,0.0,0.8,0.0,0.5,2.0,11.8,0.7,2.8,10.1,8.3,13.2,10.1,8.4,2.0,93.3,94.0,96.3,100.0,95.8,95.4,77.3,88.4,92.5,92.9,8.0,9.5,14.1,10.8,8.1
2018-05-15 11:00:00,9169,5.6,1.9,4.2,5.0,2.2,1.9,4.0,2.7,1.5,3.1,9.7,6.3,6.5,9.2,5.8,4.2,7.8,5.5,3.4,6.7,820.0,165.0,409.0,339.0,467.0,792.0,330.0,1020.0,435.0,902.0,851.7,975.1,834.3,828.9,965.0,945.1,974.1,955.7,922.5,830.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.0,14.5,5.9,5.0,12.2,13.0,14.7,15.2,11.2,7.6,79.8,86.7,89.4,99.0,87.6,79.4,72.0,62.2,91.6,71.1,11.4,13.0,10.8,11.2,14.6
2018-05-15 22:00:00,9170,3.2,1.2,2.1,5.4,0.9,1.4,1.5,1.9,2.1,1.5,7.9,3.1,3.8,7.1,2.3,3.3,3.0,3.6,5.4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,854.5,978.2,837.4,831.0,967.2,948.1,977.5,958.6,925.1,833.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,11.5,3.1,3.7,9.8,9.5,12.5,12.2,7.8,4.6,89.6,93.6,93.1,93.4,99.1,95.0,85.2,81.0,86.5,94.0,10.8,10.8,11.9,9.7,10.1
2018-05-16 21:00:00,9172,1.2,1.2,3.1,4.1,1.5,1.2,1.5,0.9,2.2,0.4,3.6,2.5,4.9,6.1,3.4,2.3,5.5,2.2,3.9,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,856.0,979.5,838.9,831.6,968.1,949.6,979.4,959.6,926.8,834.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,4.8,11.0,4.7,3.5,11.7,10.1,13.8,11.8,9.1,5.2,93.2,93.9,90.4,90.8,95.4,94.9,89.9,80.1,88.8,84.7,11.0,10.7,13.6,11.0,12.9
2018-05-16 22:00:00,9173,0.9,1.6,2.2,5.4,1.3,1.0,1.3,0.6,1.5,0.7,2.7,2.3,3.5,7.3,2.7,1.6,2.8,1.5,3.1,2.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,856.2,979.8,839.2,831.8,968.3,949.9,979.6,960.0,927.2,834.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,4.5,10.8,4.7,3.5,11.4,10.0,13.3,11.7,8.8,4.8,92.3,94.6,87.6,95.7,94.0,95.6,94.8,80.6,92.7,87.6,10.8,9.7,14.5,10.1,11.2
2018-05-17 16:00:00,9175,5.8,2.6,3.5,8.1,6.9,0.4,4.3,6.8,1.7,1.1,11.5,8.5,5.6,12.9,11.5,1.7,8.8,10.8,4.3,3.1,470.0,151.0,162.0,373.0,562.0,175.0,266.0,570.0,255.0,190.0,857.7,980.9,840.8,833.4,968.1,950.8,978.9,958.0,928.8,834.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,17.0,6.8,7.8,19.2,14.8,18.7,21.4,12.6,11.7,78.0,66.4,84.3,81.2,53.9,66.2,70.1,39.8,78.9,46.8,13.5,13.2,7.5,20.2,13.6
2018-05-17 17:00:00,9176,3.8,3.0,2.7,5.3,6.6,1.2,2.0,6.7,1.1,2.9,7.8,6.5,4.5,9.9,10.7,2.7,4.7,10.5,3.2,5.8,177.0,25.0,152.0,213.0,328.0,171.0,217.0,399.0,99.0,113.0,857.9,981.4,841.0,833.5,968.2,950.9,979.2,958.1,929.0,835.1,0.0,7.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,14.3,6.6,7.1,18.8,14.9,18.2,21.2,12.1,11.0,80.8,77.8,88.7,88.9,53.5,68.6,68.6,41.4,87.4,50.5,12.5,14.9,8.2,19.5,11.4
2018-05-18 06:00:00,9177,1.2,0.4,3.0,14.6,0.6,0.3,0.9,1.4,1.1,0.5,2.4,1.0,5.3,19.5,1.4,1.2,1.7,2.3,2.6,1.6,214.0,50.0,148.0,187.0,70.0,180.0,133.0,202.0,201.0,40.0,858.5,982.4,842.3,832.9,970.6,951.9,982.4,962.5,929.4,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,11.3,4.3,5.1,11.0,8.7,12.6,11.5,9.6,4.3,89.3,94.7,80.8,98.3,92.5,93.0,86.7,75.6,92.5,78.5,7.9,9.1,18.1,9.3,9.4
2018-05-18 15:00:00,9178,4.0,2.1,3.5,4.2,2.5,4.8,4.9,7.4,2.4,3.5,8.3,5.4,8.4,7.1,7.1,9.5,10.1,10.1,5.4,6.7,749.0,680.0,306.0,229.0,426.0,360.0,113.0,776.0,688.0,291.0,857.3,980.4,840.5,834.1,968.0,949.0,980.5,957.7,928.2,835.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,20.3,12.5,9.4,20.6,19.5,19.7,23.9,17.0,13.9,50.5,52.9,45.5,83.2,50.1,52.7,49.3,37.3,51.4,30.5,15.1,20.2,8.2,19.1,18.0
2018-05-18 22:00:00,9179,1.4,1.8,0.4,9.3,0.5,1.2,0.3,0.8,1.0,0.4,3.1,2.7,1.2,12.3,1.5,3.6,0.9,2.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,859.1,981.2,842.2,834.3,969.3,951.0,982.2,960.5,929.2,837.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,13.0,4.7,6.8,13.1,13.5,14.8,14.7,11.0,9.5,84.5,74.0,84.1,87.5,80.3,75.5,88.3,64.5,76.6,59.9,10.1,11.2,16.5,11.2,11.9
2018-05-19 11:00:00,9180,6.6,1.8,1.4,2.4,3.0,3.3,1.2,2.7,1.5,5.2,9.8,5.1,4.2,5.6,6.1,7.5,2.1,6.4,3.9,8.2,920.0,803.0,198.0,332.0,908.0,866.0,888.0,904.0,577.0,492.0,857.6,981.8,841.4,834.4,969.4,950.2,982.2,960.1,929.1,836.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.9,16.8,9.5,9.7,18.8,17.4,18.3,20.9,13.4,10.9,54.0,64.3,71.6,78.9,59.4,59.2,70.4,45.0,77.0,57.9,16.5,17.4,10.4,15.2,19.7
2018-05-19 12:00:00,9181,7.0,1.9,1.6,2.0,2.2,3.4,1.7,3.6,2.1,5.5,10.6,5.7,4.8,7.7,5.2,7.1,6.9,7.2,4.9,8.9,977.0,891.0,78.0,63.0,948.0,743.0,810.0,1000.0,673.0,970.0,857.3,981.2,842.1,834.3,968.8,949.5,981.7,959.4,928.8,836.4,0.0,0.0,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.7,7.3,7.6,20.1,18.5,20.1,22.4,14.5,11.8,56.7,60.1,78.1,58.8,56.1,55.7,60.6,41.6,70.4,52.6,18.0,18.8,9.5,16.3,20.8
2018-05-20 06:00:00,9184,0.5,0.4,1.4,4.8,0.5,1.1,1.2,0.4,0.5,0.5,1.5,2.1,2.8,8.2,1.2,2.4,3.3,1.3,1.6,1.5,84.0,82.0,63.0,211.0,184.0,138.0,20.0,211.0,28.0,89.0,857.7,981.8,841.4,833.1,969.9,951.2,983.4,961.9,929.1,836.4,0.0,0.0,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.0,4.7,10.7,5.2,5.5,11.0,10.7,13.5,11.3,9.2,6.0,95.0,94.1,92.9,94.0,84.7,86.8,97.0,80.7,92.6,87.2,9.3,9.4,16.3,11.5,13.2
2018-05-20 13:00:00,9185,4.3,1.3,4.5,1.8,4.6,1.9,2.7,4.8,3.0,1.8,9.5,3.8,5.6,4.9,7.6,3.8,7.6,9.6,6.5,4.5,283.0,651.0,422.0,74.0,972.0,277.0,247.0,305.0,449.0,374.0,858.3,980.3,841.5,833.2,967.9,949.5,982.9,960.0,928.2,837.1,0.0,0.0,0.0,1.2,0.0,0.0,0.1,0.0,0.0,0.1,9.8,18.2,8.5,8.0,19.1,16.6,16.6,19.5,14.4,8.2,66.0,60.1,83.4,81.4,54.8,63.0,72.2,45.4,71.1,79.3,19.6,16.9,10.1,21.0,22.0
2018-05-21 02:00:00,9186,4.8,0.7,0.6,5.2,0.3,1.8,0.7,0.8,1.3,0.9,8.8,1.7,1.3,7.5,0.8,3.3,2.4,1.8,3.1,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,857.0,977.6,840.6,831.4,966.9,948.4,982.1,959.5,925.1,835.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,13.3,4.3,5.8,12.0,9.7,13.0,11.0,10.6,5.0,69.2,94.8,95.1,97.1,92.1,86.7,96.9,78.1,71.3,86.0,9.2,10.3,21.0,11.0,12.7
2018-05-21 12:00:00,9188,6.9,0.9,1.4,1.6,2.7,3.9,1.4,0.8,2.7,3.1,11.5,2.8,3.8,4.2,5.3,6.8,3.3,2.2,4.8,8.0,1065.0,639.0,361.0,367.0,853.0,1012.0,875.0,357.0,941.0,820.0,856.2,976.2,839.0,831.7,965.4,946.3,981.2,957.4,925.0,834.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,21.0,13.7,11.0,20.1,20.8,18.4,20.1,18.2,14.1,52.1,54.3,36.1,82.6,57.2,47.4,74.9,42.7,51.4,37.8,16.3,20.8,12.3,21.3,18.5
2018-05-22 06:00:00,9189,0.7,0.7,0.9,3.8,0.9,0.5,0.8,0.4,0.0,0.7,2.4,1.5,1.7,4.4,3.0,1.5,4.4,1.4,0.0,1.3,118.0,156.0,152.0,163.0,157.0,231.0,78.0,212.0,234.0,110.0,854.5,975.6,838.3,830.2,964.7,946.2,978.2,957.4,923.6,833.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,13.5,6.2,7.4,14.0,12.2,15.4,12.4,13.7,6.8,80.6,89.7,76.3,91.0,83.4,85.0,84.1,69.9,76.0,70.9,11.5,13.2,13.9,13.2,13.5
2018-05-22 16:00:00,9191,6.5,2.0,2.0,3.7,3.9,3.8,0.9,5.6,1.4,2.3,11.1,5.1,8.1,5.4,7.5,10.2,2.6,9.6,3.3,4.3,331.0,130.0,346.0,429.0,125.0,393.0,192.0,517.0,358.0,275.0,854.5,974.3,837.8,831.1,963.9,943.9,979.8,953.7,922.9,833.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,13.1,21.9,13.3,10.7,20.8,22.5,16.6,25.6,19.1,13.7,59.8,48.0,46.3,70.7,54.2,40.2,88.5,28.9,55.5,47.1,21.8,21.6,12.2,18.9,21.7
2018-05-23 00:00:00,9192,1.1,1.5,2.4,1.9,1.5,1.4,0.5,1.4,1.6,0.3,2.3,4.5,4.4,3.6,2.7,2.0,1.4,2.3,3.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,856.9,978.2,840.0,833.0,968.1,949.5,981.7,959.6,926.4,836.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.2,8.3,15.8,8.5,7.4,14.1,12.8,14.3,16.1,12.8,7.4,96.6,84.0,82.7,91.9,96.2,95.3,96.1,80.0,90.1,96.0,12.3,13.2,18.5,13.5,12.5
2018-05-23 09:00:00,9193,2.5,1.0,3.0,1.0,0.8,1.3,1.2,1.3,1.4,3.3,4.5,2.3,4.7,2.4,1.9,2.5,2.3,3.6,2.7,6.0,424.0,291.0,388.0,80.0,183.0,136.0,411.0,398.0,198.0,282.0,858.2,980.6,841.5,834.1,969.6,951.0,982.3,960.8,928.7,837.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,11.6,17.1,11.5,7.1,16.1,14.8,17.1,18.5,14.6,9.8,72.4,76.5,71.2,98.4,83.9,86.6,84.7,66.8,85.9,78.8,17.9,15.4,13.9,17.0,19.6
2018-05-24 06:00:00,9195,0.5,1.2,0.4,6.3,1.1,0.6,0.7,0.7,1.5,0.6,1.7,4.0,2.7,8.2,2.0,2.4,1.2,2.5,3.2,1.0,225.0,100.0,257.0,226.0,183.0,142.0,161.0,142.0,118.0,41.0,859.5,981.1,842.8,835.0,970.9,952.2,982.8,963.0,929.5,838.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,16.0,8.1,7.4,12.4,12.7,15.1,15.5,13.6,7.0,87.6,90.8,89.2,92.1,93.1,92.4,85.0,82.6,87.6,87.3,13.2,13.5,21.2,13.5,14.8
2018-05-24 16:00:00,9197,6.9,2.1,1.9,4.0,3.7,1.5,1.2,6.9,1.8,3.0,11.1,5.7,4.7,6.9,6.5,3.3,2.8,9.7,4.4,6.5,520.0,504.0,100.0,357.0,583.0,343.0,500.0,583.0,444.0,184.0,858.3,978.8,842.0,835.4,968.2,949.8,980.4,958.9,928.1,837.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,24.1,12.5,12.0,25.1,21.3,22.7,25.8,19.6,14.9,60.2,46.4,77.2,70.9,31.0,52.1,62.3,31.1,64.0,45.3,18.9,21.7,11.0,24.8,24.3
2018-05-25 15:00:00,9199,5.1,1.7,4.3,2.9,2.6,2.7,3.0,5.8,2.3,3.8,8.6,4.3,6.9,7.1,4.7,5.5,6.3,10.4,5.2,8.5,791.0,697.0,733.0,152.0,706.0,530.0,524.0,722.0,660.0,420.0,859.7,979.4,843.0,836.3,968.4,949.7,979.7,958.8,928.9,838.1,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,17.7,26.9,17.9,12.4,25.4,25.4,26.1,28.5,21.9,17.9,42.6,37.3,32.4,73.8,37.0,37.1,45.0,30.1,43.8,36.9,21.7,24.8,13.4,24.3,24.6
2018-05-26 14:00:00,9202,4.0,2.4,3.3,6.5,3.5,5.4,1.8,5.9,1.5,5.2,7.4,6.1,6.6,13.0,6.4,10.5,3.6,9.7,3.8,8.9,633.0,634.0,740.0,317.0,520.0,794.0,696.0,674.0,701.0,492.0,862.1,982.2,845.7,838.6,970.7,952.1,983.8,961.7,931.1,840.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,26.8,20.3,15.1,24.1,26.0,26.2,26.4,23.4,19.5,47.3,46.1,32.8,56.6,53.0,43.6,54.0,38.5,43.3,39.2,24.6,23.6,12.6,23.3,23.8
2018-05-26 16:00:00,9203,3.7,1.4,3.7,6.9,2.6,4.5,1.7,12.2,2.0,1.9,8.9,3.6,6.9,11.1,5.2,8.4,3.5,23.6,4.4,5.9,391.0,470.0,379.0,352.0,308.0,276.0,433.0,9.0,447.0,49.0,862.0,981.6,845.4,838.2,970.5,951.8,982.8,963.3,930.9,840.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,18.2,27.1,19.4,14.8,23.4,25.7,25.9,21.4,23.9,17.8,48.5,40.6,37.0,63.5,57.2,35.9,55.6,56.6,38.9,45.9,24.8,24.3,12.1,24.7,24.4
2018-05-27 00:00:00,9204,3.4,2.9,1.8,9.1,1.9,0.8,2.0,0.7,3.2,1.0,5.9,6.0,3.8,12.0,4.1,2.0,5.0,1.8,4.9,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,864.4,981.4,847.8,837.5,970.8,953.9,985.1,966.4,931.6,842.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,20.1,11.0,12.4,18.1,13.2,20.9,15.1,19.1,7.5,87.4,61.8,92.0,64.1,72.2,94.7,56.6,82.8,61.2,89.9,15.6,14.2,21.8,15.5,17.2
2018-05-27 15:00:00,9205,6.4,1.6,4.0,5.9,5.0,2.8,2.9,3.6,2.3,5.2,11.2,4.7,8.1,12.6,8.4,7.5,5.7,8.0,4.6,10.8,370.0,596.0,463.0,698.0,589.0,650.0,614.0,655.0,657.0,689.0,859.9,979.5,843.3,835.7,967.5,949.8,981.3,958.3,929.4,838.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,27.0,19.8,16.7,24.7,24.6,26.6,28.5,22.9,19.8,49.8,48.2,40.1,54.5,49.8,46.2,51.7,32.9,53.1,34.2,24.3,24.6,14.1,24.3,20.9
2018-05-27 16:00:00,9206,5.4,2.1,3.8,7.9,3.3,1.4,3.0,5.3,2.0,5.3,11.0,6.6,7.1,11.6,7.1,4.4,6.0,8.8,5.2,10.0,185.0,538.0,136.0,393.0,226.0,507.0,352.0,295.0,540.0,178.0,859.8,978.8,843.1,835.7,967.3,949.3,981.0,958.1,928.6,839.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,27.3,18.4,15.7,24.4,25.3,25.9,27.4,23.4,17.7,55.9,40.6,47.3,48.6,49.8,43.8,55.4,35.1,46.7,39.0,24.3,24.7,13.8,24.4,21.0
2018-05-28 11:00:00,9208,6.7,0.8,3.5,3.1,2.3,2.7,1.2,1.3,5.7,3.9,10.4,2.4,8.3,7.3,5.5,5.8,3.3,4.3,11.6,6.5,411.0,722.0,400.0,618.0,753.0,723.0,755.0,920.0,948.0,770.0,861.2,979.3,844.7,835.2,968.9,950.0,985.4,961.7,928.0,839.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.3,15.4,14.1,19.4,20.3,21.2,22.5,23.9,14.4,58.6,66.4,52.3,84.0,78.8,69.9,61.0,51.0,35.4,62.7,20.7,21.2,18.0,18.7,22.8
