"fkl010h0_ANT","fkl010h0_BAS","fkl010h0_DAV","fkl010h0_DOL","fkl010h0_GVE","fkl010h0_INT","fkl010h0_LUG","fkl010h0_SIO","fkl010h0_STG","fkl010h0_ZER","fkl010h3_ANT","fkl010h3_BAS","fkl010h3_DAV","fkl010h3_DOL","fkl010h3_GVE","fkl010h3_INT","fkl010h3_LUG","fkl010h3_SIO","fkl010h3_STG","fkl010h3_ZER","gre000h0_ANT","gre000h0_BAS","gre000h0_DAV","gre000h0_DOL","gre000h0_GVE","gre000h0_INT","gre000h0_LUG","gre000h0_SIO","gre000h0_STG","gre000h0_ZER","pp0qffh0_BAS","pp0qffh0_GVE","pp0qffh0_INT","pp0qffh0_LUG","pp0qffh0_SIO","prestah0_ANT","prestah0_BAS","prestah0_DAV","prestah0_DOL","prestah0_GVE","prestah0_INT","prestah0_LUG","prestah0_SIO","prestah0_STG","prestah0_ZER","rre150h0_ANT","rre150h0_BAS","rre150h0_DAV","rre150h0_DOL","rre150h0_GVE","rre150h0_INT","rre150h0_LUG","rre150h0_SIO","rre150h0_STG","rre150h0_ZER","sre000h0_ANT","sre000h0_BAS","sre000h0_DAV","sre000h0_DOL","sre000h0_GVE","sre000h0_INT","sre000h0_LUG","sre000h0_SIO","sre000h0_STG","sre000h0_ZER","tre200h0_ANT","tre200h0_BAS","tre200h0_DAV","tre200h0_DOL","tre200h0_GVE","tre200h0_INT","tre200h0_LUG","tre200h0_SIO","tre200h0_STG","tre200h0_ZER","ure200h0_ANT","ure200h0_BAS","ure200h0_DAV","ure200h0_DOL","ure200h0_GVE","ure200h0_INT","ure200h0_LUG","ure200h0_SIO","ure200h0_STG","ure200h0_ZER","tre200h0","tre200h0_lag24h","target_tre200h0_plus12h","target_tre200h0_plus24h","target_tre200h0_plus48h","hour","season"
0.6,2.5,0.6,4.9,1.1,1.2,0,1.2,1.9,0.9,1.9,5.6,2.2,7,2.7,3.2,0,2.6,5.8,2,489,419,474,494,433,433,457,463,430,488,1032.3,1031.5,1030.9,1025.4,1031.4,867.8,993.7,850.3,843.7,982,962.1,989.2,973.6,938.7,846.5,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,4.2,9.2,8.4,8.2,11.1,10.7,11.2,10.7,12,8.4,70.8,67.2,50.9,48,62.6,65.1,61.1,51.3,41.6,37.2,11.2,8.3,1.8,11.3,11.3,13,"Winter"
6.4,2.8,2.9,10.1,6.3,2.3,1.1,1.1,0.9,2,11.1,8,5.9,15.9,10,4.9,2.7,2.6,2.4,4.5,82,63,194,158,215,228,205,99,121,112,1003.3,1004.7,1004.4,1007.3,1005.4,847.9,966.8,830.5,822.6,957.5,938.1,972.4,949.7,916.6,827.5,0,0,0,0,0,0,0,0,0,0,4,0,44,12,33,41,44,6,5,2,8.9,17.3,9.9,4.8,16.9,13.9,16.1,13.6,11.9,7.5,48.3,44.6,43.8,84.4,47.9,55,72.5,61.8,63.7,51.1,14.6,13.4,5.9,15.9,10.6,15,"Autumn"
1.9,1.5,0.9,3.1,0.9,2.4,2.2,6.8,0.7,0.4,4.1,3.9,2.7,5.2,2.1,4.2,5.9,10,1.5,1.4,52,88,36,50,47,79,61,53,46,20,1008.9,1009,1008.5,1008.4,1006.8,848,971.6,830.8,823.4,960.6,941.1,972.9,950.7,918.9,826.1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,26,26,10,0,0,2.5,12.2,2,-0.5,10.8,9.4,11.7,11.8,7.5,2.4,58,48.4,55.8,76.5,45.8,53.3,60.2,44.8,62.3,47.1,10,5.2,-0.3,12.8,13.6,17,"Spring"
2.2,1.6,0.8,3.6,6.2,1.5,0.9,1.7,2.1,0.4,8.9,4.3,1.8,6.6,9.8,2.9,2.5,3.6,4.8,1.2,235,417,474,434,397,331,155,408,437,143,1028.5,1027.2,1027.6,1027.9,1026.4,864,990.2,847.4,838.4,977.7,958.4,992,968.9,936.6,842.2,0,0,0,0,0,0,0,0,0,0,23,60,60,58,60,43,0,60,60,3,6.8,11,4.8,5.6,11,7.4,14,10.4,7,5.8,63.2,61.6,64.2,79.3,65.5,85.8,75.1,72.9,74.9,69.7,8,9.2,9.2,7.9,6.2,8,"Autumn"
12.3,4,0.8,11.8,4.2,1.2,0.8,1.9,3.4,0.9,17.6,8.8,3,13.9,7,2.9,1.4,3.3,8.5,2.4,202,148,191,187,148,156,231,223,154,224,1012.8,1016.5,1016.8,1018.7,1017.2,853.2,975.4,836.2,829.4,967.7,947.9,982.5,959.5,923.3,832.8,0,0,0,0,0,0,0,0,0,0,54,13,44,19,3,32,60,53,18,60,5.5,13,4.3,1.5,11.3,6.1,8.9,6.9,7.7,5.3,36.6,55.8,41.4,93.1,59.1,71.6,60.8,50,61.3,40.8,9.8,9.9,6.2,5.7,4.3,14,"Winter"
0.9,1.6,0.4,1.3,1.3,1.1,1.1,1.5,1.1,1.2,3,2.7,0.9,1.8,3.2,2.2,2.5,3.1,3,2.9,0,0,0,0,0,1,0,0,0,3,1023.5,1024.1,1024.6,1020.3,1024.8,856.6,983.1,839.4,831.3,972.7,952.6,983,964.4,927.4,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,-5.3,-9.5,3.2,-1.5,-3.9,1.6,-3.5,-3,-6.2,79,90.8,61.2,7.3,87.8,97.8,77.8,78.6,75.3,52.8,-3.5,-3.5,-4.9,1.3,0.4,22,"Winter"
4.1,4.1,0.7,6.6,9.5,2.2,2.6,5.6,2.6,3.5,7.1,9.1,2.6,8.2,14.7,6,6.9,10.7,5.7,11.4,29,55,16,12,6,52,37,31,52,40,1015.8,1018.2,1013.4,1016.1,1012.4,856.7,978.7,840.2,830.9,969.1,946.9,980.9,957,927.7,835,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,7,0,33,0,6.4,15.9,7.1,0.9,10.3,15.1,16.5,17.4,8.5,8.2,57.1,43,46.2,100,63.1,61.3,57.8,36.2,72.1,43,12.4,11.2,6.5,10.1,15.2,17,"Spring"
7.3,1.4,4.7,3.7,1.5,4.5,2.3,5.3,1.7,4.7,10.4,4.3,6.6,7.1,3.4,8.7,5,9.2,4.3,7.8,983,227,696,287,850,615,921,835,614,630,1016.8,1016,1015.7,1012.6,1013.8,857.5,979.8,840.7,834.5,968.9,949.6,978.4,959.2,927.7,836.1,0,5,0,0.4,0,0,0,0,0,0,53,4,35,1,46,13,60,54,26,17,12.9,16.6,11.9,8.3,20.1,18,23.6,21.5,16.2,12.9,66,86.1,69.6,82.6,59.1,62.9,53.6,52.1,69.4,53.5,19.2,14.6,13.6,17.8,14.5,12,"Summer"
6.4,3,1,11.5,2.6,1,0.6,1.1,0.7,1.2,9.4,5.5,2.4,15.5,5.8,2.6,1.4,2.4,1.7,1.7,0,0,0,0,1,4,0,0,0,3,1025.5,1027.1,1028.1,1031.6,1028.1,865.1,986.7,848.2,838.5,977.1,957.5,994.6,969.1,933.9,843.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,2.5,3.5,8,2,6.7,3.5,9.9,2.7,47.3,90,64.5,97.6,90.6,100,76.7,82.3,54.6,63.6,2.5,1.4,5.2,5.8,3.2,19,"Winter"
1.8,1.2,3.5,4.5,4.1,2.7,2.6,1.6,0.5,1.8,6.5,3.5,5.6,8.6,8.8,5.2,4.4,5.1,1.3,3.2,419,327,715,195,442,150,698,516,205,224,1017.5,1016.9,1017.4,1009.1,1015,850.1,978.8,832.6,826.2,967.3,947.6,973.5,957.4,923.9,827.7,0.4,0,0,0,0,0,0,0,0.7,0,0,6,40,0,28,0,60,35,0,0,-2.6,5.3,-1.2,-6.1,6.5,2.7,11.3,6.5,0.5,-3.6,83.5,78.8,62.2,98.1,50.9,96.3,44.6,73.3,94.4,82,2.3,5,2.6,3.9,5.4,9,"Spring"
0.6,1.3,1.3,1.3,0.9,2.5,1.4,0.4,0.4,0.5,1.5,3.2,2.4,2,2.6,4.9,6,0.8,1.1,1.6,73,10,80,43,11,16,99,26,29,55,1012.1,1010.6,1010.7,1009.8,1010.3,844.3,972.9,827.6,819.2,960.4,940.6,973.1,951.9,917.9,822.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9,-0.5,-6.7,-7.6,1.3,-0.3,3.5,1.4,-2.5,-5.6,96.5,92.6,84.3,97.5,85.9,91.6,93.3,84.8,92.5,92.6,-1,0.5,-1.2,-1.8,-1.3,9,"Winter"
5.1,1.4,5.2,4.5,5.7,2.4,0,5.7,1,4,9,3.7,7,7.3,9.6,5.6,0,9,2.8,6.9,456,595,159,284,969,890,950,958,579,987,1024.4,1022.6,1022.7,1016,1019.9,865.5,987.8,848.8,841.6,975.7,957.1,982.4,965.6,936.1,842.7,0,0,0,0,0,0,0,0,0,0,1,26,0,4,60,44,60,60,30,60,12.3,22,11.4,10.8,23.6,21.8,29.6,25,17.6,16.8,83.3,59.2,82.7,94.6,54.6,57.3,30.2,38.3,67.5,51.6,21.9,20.7,14.5,23.9,23.9,11,"Summer"
1.1,2.8,0.4,5.3,4.9,3.3,0.8,2.3,1.7,1.9,2.9,7.5,1.3,6.1,7.7,7.1,2.2,3.7,3.2,6.1,626,202,453,622,554,517,524,578,179,630,1015.3,1015.1,1014.3,1014.1,1014.3,853.7,977.7,836.9,829.5,966.6,947,978.3,958.1,924.9,833.3,0,0,0,0,0,0,0,0,0,0,60,0,57,60,60,60,60,60,0,60,3.6,11.9,5.3,4.3,13.1,11.5,11.4,13.5,8.1,8.1,73.5,61.4,72.6,86.3,67.7,74.4,82.8,59.7,91.6,54.5,10.2,11.6,8.8,9.2,5.9,9,"Spring"
5.8,3,3.5,6.6,6.1,3.8,2.4,2,2.4,2.7,10.1,9.5,5.6,10.6,10.3,8.9,7.5,4.9,4.4,5.5,138,355,94,278,335,113,298,342,238,103,1021.5,1019.2,1021.1,1015.3,1016.7,860.4,984.4,843.2,835.7,971.5,953.9,980.5,961.6,932.2,836.9,0,0,0,0,0,0,0,0,0,0,0,56,0,36,60,3,56,52,34,0,6.3,17.9,6.3,6.2,17.8,14.2,19.4,19.5,12.1,9.5,81.7,46.8,70.5,67.3,41.9,62.1,54.4,30.3,62.8,44.9,15,9.2,5.3,17.3,21.6,17,"Spring"
5.7,2.1,5.8,4.6,1.1,2.4,1.9,6.3,1.3,1.5,11.1,4.7,9.4,7.8,3.5,4.7,5.4,10.4,3,3.2,204,379,145,403,288,303,344,242,356,43,1016.7,1015,1014.8,1014.2,1013.4,861.4,980.9,844.8,838.8,969.1,950.7,980.6,959.9,930.1,839.6,0,0,0,0,0,0,0,0,0,0,25,60,4,40,34,39,60,37,60,0,17.9,26.6,18.3,17.3,27.7,26.7,28.6,27.1,23.7,19.9,70.3,47.1,64.1,72,49.6,52.2,53.7,33.8,50.9,41.9,27,27.1,15,28.2,22.5,17,"Summer"
4.4,1.5,1.6,6.2,1.6,1.2,0.6,1.3,1.7,4.2,7.6,3.4,4.2,9.6,4.9,3.6,1.1,2.3,3.4,6.1,337,560,661,194,219,449,506,505,620,543,1010.6,1010.8,1010,1011.6,1009,852.6,973.7,835.8,828,963,943.7,976.4,953.9,921.2,831.1,0,0,0,0,0,0,0,0,0,0,1,47,60,0,0,33,58,60,60,36,11.2,16.6,11.5,5.4,14.8,14.4,15.5,17.8,13.9,10.5,52.2,55.4,41.1,93.7,74.3,71.3,73,48.5,63.4,43.8,15.4,13.1,11.3,12.5,7.3,8,"Spring"
0.9,2,1.3,2.9,0.5,0.1,0.9,1,0.9,1,3,4.8,1.9,4.3,1.1,1.6,2.1,1.6,1.4,1.7,0,0,0,0,1,4,0,0,0,3,1020.3,1021.2,1021.5,1019.2,1022.2,861.8,982.5,845.4,836.9,972,953.5,984,965.1,930.9,841.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.7,6.1,9.9,10.6,10.9,16.9,11.3,13.4,6.2,92.8,87.5,94.2,36.4,90.1,90.2,88.8,89.9,75.3,84.4,9.5,12.2,24.9,12.8,17.3,3,"Summer"
1.6,7.5,1.4,14.4,7.6,2.2,1.3,1.3,7.5,0.6,4.5,15.7,3.5,23.5,11.9,5.5,3.1,3.6,19.9,1.7,51,175,152,68,110,39,183,30,61,42,995,1000.3,997.4,995.7,1000.8,838.3,958.2,821.4,815.2,952.4,930.9,960.9,944,906.2,818.4,0.2,0,0,1.3,0,0.1,0,2.2,0.3,0.3,0,33,12,0,10,0,50,0,2,0,2.3,12.9,3.5,0.9,11.3,10.5,14,6.8,9.2,0.7,92.2,60.5,85.1,99.7,72.1,77.2,64.1,93.4,68.8,95.2,10,6.3,8.2,11.5,7.7,15,"Autumn"
2.2,1.4,0.6,7.7,0.8,1.6,1,0.8,0.6,0.9,4.5,2,1.8,10.4,2.2,3.1,2.4,1.6,1.6,1.7,0,0,0,0,0,0,0,0,0,1,1019.1,1017.9,1018.5,1012.2,1017.2,856.6,981,840.3,831.4,968.7,949.9,977.4,960.3,928.3,835.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,9.8,2.5,2.2,9,7.6,18,10.6,8.3,4,83.8,66.1,88.7,80.9,75.4,85,49.2,67.3,77,63.5,8.3,13.7,15.6,12.5,13.2,23,"Spring"
1.1,2.1,0.2,10.4,0.8,1.3,0.8,0.4,4.1,0.7,2.8,5.2,0.8,14.6,1.8,2.2,1.8,1.4,9.7,1.4,50,56,58,51,44,56,62,52,62,58,1020.1,1022.7,1022.7,1023.1,1023.7,858.4,981.4,841.5,834.4,972.5,952.9,986.7,964.8,928.9,837.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5.5,2,3.1,4.7,3.7,8.5,2.8,10,2.9,83.3,86.1,79.2,96.2,89.7,95.4,82.1,80.7,58.4,56.9,2.4,-0.1,11.4,5,6.4,7,"Autumn"
2.6,1.1,2.9,5.7,0.8,1,1.3,0.6,1.9,0.9,8.5,2.4,5.7,9.2,2.3,2.2,2.5,1.4,3.7,1.6,0,0,0,0,0,2,0,0,0,3,1029.1,1029.2,1029.4,1024.1,1027.9,862.6,990,845.3,838,978.4,959.2,987.2,969.1,936,840.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.2,-0.5,-2.1,2.8,4.4,5.6,4.5,4.3,-2.7,90.2,93.7,90.1,98.9,93.2,99.2,81.5,85.1,91.9,79.7,3.7,3.7,7.9,-1.1,3.5,0,"Autumn"
6.2,1.2,5.1,6.5,2,1.4,2.5,3.4,2.5,3,11.6,3,7.4,10.6,3.9,3.5,10.3,8.7,6,5.1,0,0,0,0,0,2,0,0,0,1,1020.9,1019.6,1020.5,1014,1016.7,859.4,983.5,842.4,835.6,971.3,952.9,978.9,960.9,931,836.9,0.2,0,0.3,0,0,0.1,1.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,7.6,15.2,8.1,4.6,14.8,12.7,16.8,16.4,11.2,9.5,97.5,64.1,94.6,84.7,57.3,91.2,95.2,59.3,98.9,79.8,13.3,17.8,16.2,11.1,12.9,22,"Autumn"
2.8,1,1.3,10.5,0.6,0.8,0.9,1.2,0.8,1.3,5.2,2.8,2.2,12.1,1.4,2.6,1.8,2.7,1.8,2.2,0,0,0,0,0,2,0,0,0,2,1032,1030.5,1032.2,1032.2,1032.6,868.8,993.2,852.6,841.9,981,962.3,995.8,974,939.9,847.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,8,1.1,3.6,10.9,6.4,11.3,6.6,7,2.6,74.6,95,89,100,83.4,95.8,92.9,82.6,95.1,55.9,7.1,9.7,6.3,5.7,5.4,20,"Autumn"
3.6,2.2,2.4,6.1,1,0.6,2.6,1.2,1,1.3,8.6,3,4.1,8.1,2.3,1.6,8.9,2.7,2.4,4.5,0,0,0,0,0,4,0,0,0,3,1025.3,1025.1,1025.7,1017,1024.4,862.7,987.2,845.5,838.5,975.6,957.2,981.9,967.1,934.4,841.1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,6.4,10.9,5.8,4.3,10.1,9.9,17.7,10.7,10.6,4.8,93,95.5,93.4,90.2,92,98.8,51.7,79.4,94.4,91.8,10.1,11.5,19.9,13.8,14.6,1,"Summer"
4.4,1.8,0.6,10.9,3.9,0.8,0,0.6,1.8,1,8.8,3.7,1.7,17.3,7.1,2.1,0.7,1.5,3.5,1.8,0,0,0,0,0,2,0,0,0,2,1012.3,1013.2,1014.6,1016.1,1015.2,854.6,974.7,837.9,829.4,965.2,946.3,980.1,958,923.3,833.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,11.6,1.7,6,14.6,8.2,10,9.1,11.4,3,64.8,69.3,69.4,54.9,45.7,79.1,80.7,67.4,46.2,59.4,9.8,6.4,15.7,10.3,7.3,2,"Spring"
5.3,1.5,2.9,4.8,1,0,0.7,4.4,3.1,0.5,12.1,4.7,4.1,8.1,2.1,0,1.3,7.4,5.4,1.3,0,0,0,0,0,2,0,0,0,3,1009.4,1010.9,1010.3,1002.8,1008.6,842.4,970.6,824.1,819.3,960.5,940.4,966.5,950.2,916.1,820.2,0.4,0,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,-5.6,1.7,-5.3,-8.5,-0.1,-0.3,3.9,1.4,-1.6,-6.7,82.3,76.7,90,85,78.3,87.6,77.7,73.8,94.1,85.8,-0.4,1.7,0.5,-0.6,-1.4,23,"Autumn"
0.6,2.7,0.3,11.2,0.7,1.4,0.8,0.5,0.9,0.8,1.6,5.3,1,13.8,1.6,3,1.8,0.9,1.7,1.7,0,0,0,0,1,2,0,0,0,2,1034.9,1034.8,1034.9,1029.7,1034.4,868.6,995,851.5,842.2,983.5,963.5,992.8,974.8,940.7,846.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0.7,-0.5,4.4,1.9,1.2,6.9,2.3,3.9,1.2,83.7,89.3,73.9,36.3,92.9,93.3,73.8,80.3,54.3,65.9,-0.8,-1.2,-3,-1.7,-0.5,17,"Winter"
7.6,2,2.3,15.9,1.9,0.9,0.6,1.6,1.1,1.6,13.5,6.2,4.3,25.9,4.4,2.6,2.5,3.7,1.8,6.8,3,1,7,0,3,7,0,2,7,5,1007.9,1007.8,1009.5,1017.7,1011.2,849.6,969.5,832.5,821.5,958.6,940.2,981,953.1,918,827.6,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,4.8,3.7,1.9,6.1,2.1,5,2.9,6.3,2,70.2,79.9,61.3,86.3,75.4,82.8,98.4,71.6,55.6,62.2,1.2,1,4.5,0.7,-4.8,7,"Winter"
1.7,0.6,3.3,5.8,1.3,1.5,1.2,1,1.6,3.3,4.8,2.2,4.8,8.7,2.9,4.7,2.5,2.5,4.5,7,432,285,428,279,330,314,422,314,332,506,1021.6,1021.6,1021.9,1021.5,1021.7,861.2,984.2,844.4,837.4,973.5,954.6,986.2,965.4,932.1,840.5,0,0,0,0,0,0,0,0,0,0,10,0,35,0,4,0,20,4,12,38,12.1,15.3,12.2,8.1,15.9,14.2,17.6,15.4,13.7,10.5,58.7,78.4,54.9,96.9,77.5,77.8,76,66.8,78.1,55.8,13.7,14.3,12.7,14.5,17.7,11,"Autumn"
10.8,3.9,8.1,8.1,1.4,7.2,1.2,2.9,3.1,2.1,18.6,8.9,15.7,12.5,4.2,12.7,2.8,5.5,8.2,6.4,711,247,826,96,98,414,238,192,649,179,1016.9,1016.1,1013.6,1022.7,1013.2,857.2,979.3,839.9,830,967.4,946.9,986.6,957.8,924.7,835,0,0,0,6,3.8,0,0.2,0,0,0,7,0,38,0,0,3,0,0,39,0,7.9,12.6,10.8,0.4,11.3,14.5,11.1,17.3,15.2,6.5,61.6,68.8,46.4,98.1,90.7,52.4,90.9,43,55.8,70.7,12.5,16.8,8.5,15.8,21.3,12,"Spring"
7.3,1.1,4.4,2.5,4.1,3.1,1.9,5.9,1.6,4.9,11.4,3,6.5,6.1,6.4,5.7,5.5,9.2,4.5,7.5,685,592,480,640,668,633,661,680,628,674,1018.3,1016.8,1016.7,1013.8,1014.3,859.9,981.9,844,836.4,970,951.4,979.8,960.1,930.9,837.9,0,0,0,0,0,0,0,0,0,0,60,59,39,50,60,60,60,60,57,60,14.3,21.9,12.8,13.2,22.5,21.3,25.6,23.8,16.8,17.1,57.8,47.6,60.5,78.4,40.8,52.4,41.7,39.6,70.3,36.8,21.4,17.7,9.6,23.1,24.5,14,"Autumn"
5.1,1.5,4.5,6.2,3.2,2.6,2.6,6.4,1.9,4.8,8.8,3.9,5.9,8.9,6.3,5.5,5.9,9.4,3.7,6.9,583,460,579,638,552,543,518,574,299,583,1025.7,1024.7,1023.9,1023.4,1021.6,864.8,988.7,848.5,841.4,977,957.8,988.7,966.8,936.8,843.1,0,0,0,0,0,0,0,0,0,0,60,51,60,60,60,60,59,60,16,60,13.9,19.8,14.1,11.5,19.6,19.3,22,22.3,14.9,16.1,55.8,67.8,55.6,81.9,61.5,65.2,65.6,50.9,85.8,36,19,20.1,10.2,18.3,19,13,"Autumn"
0.9,0.4,0.7,8,0.5,0.8,0.9,0.7,3.9,0.7,2.4,1.2,1.4,8.9,1,1.9,2,1.8,6.2,1.2,3,5,5,3,2,3,3,3,8,2,1017.3,1018.4,1018.5,1017.4,1018.6,861.9,980.3,845.2,838,970.5,952.2,982.8,963,929.3,841.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7.7,17.6,11.2,12.3,16.4,17,21.7,17.7,19.7,12,94.4,82.9,84.1,88.7,94.3,81,73.7,80.6,68,72.3,16,12.1,25.3,12.1,7,4,"Summer"
4.6,0.7,3.4,4.2,1.3,1.9,1.1,1.1,1.7,4.1,8.7,2.1,6,7.4,3.2,3.5,2.3,2.5,3.6,6.8,850,781,933,838,785,829,807,811,803,875,1011,1011.4,1011.5,1011.3,1011,857.8,975.5,841.5,834.3,965.3,947.2,977.1,957.3,925.9,837,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,20.5,27.6,19.7,20.1,25.3,24.3,23.8,25.3,23.3,19.9,57.7,52.8,47.2,65.8,53.5,58.3,66.8,52.1,69.1,39.8,25.5,25,21.2,21,20.7,10,"Summer"
0.9,4.4,0.8,4.7,1.1,0.8,1.8,0.6,1.2,1.3,2.2,8.3,1.3,5.8,1.8,2,2.8,1.7,2.9,2,0,0,0,0,1,4,0,0,0,3,1034.4,1038.4,1038,1036.5,1039.6,871.2,994.6,854.3,845.5,986.2,965.9,998.9,978.7,941.5,849.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.2,1.5,-1.2,6.1,-1.6,-0.9,3.4,-2,6.8,-0.6,81.8,85.2,62.5,25.6,96.9,82.1,59.3,80.4,34,51.6,-3.9,-3.4,-2.2,-2.6,-3.3,21,"Winter"
6.3,2.9,3,11.2,7.5,1.5,1.9,7.6,4.5,4.1,10.2,6.8,7.5,17.8,12.8,4.2,4.4,11.5,9.2,14.4,221,217,197,316,217,124,307,288,264,114,1016.2,1019.1,1015.9,1021.2,1015.4,863.9,980.7,847.2,841.1,973,952.1,987,962.2,930,843.7,0,0,0,0,0,0,0,0,0,0,26,15,27,23,2,3,59,35,53,0,20.7,28.9,22,17,27.5,28,25.8,29.8,27.2,21.1,53.5,32.4,29.1,46,34,46.7,55.5,33.5,43,30,27.8,24.9,16.5,24,21,17,"Spring"
0.9,0.5,0.6,3,0.8,1.2,0.4,1.4,0.8,1,2.4,1.6,1.5,4.7,1.8,2.4,1.4,2.4,1.2,1.7,0,0,0,0,0,2,0,0,0,3,1034.5,1033.5,1034.6,1032.7,1035.2,869.2,995.5,852.2,843.6,983.7,964.3,995.5,976.1,941.3,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7.2,-1,3.8,9.4,5.6,6.1,5.1,4.8,-0.5,93.4,90.1,93.1,69.4,85.1,99.3,85.6,83.9,95.8,66.4,8.3,5.7,10.7,6.8,6.1,5,"Winter"
0.9,1.4,0.4,3.7,0.4,1.1,1.2,0.3,1.3,0.8,1.9,2.1,1.3,5.2,1.1,2.5,2.5,1,2.6,1.4,0,0,0,0,0,0,0,0,0,1,1020.4,1020.1,1021.2,1017.6,1020.2,863.6,983.3,847.1,839.6,972.1,954.4,982.9,964.5,932,842.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,17.3,10.2,13.4,16.5,16,20.5,17.9,18,11.8,96.2,65,89.2,71.8,86.8,91,73.9,78.3,73.4,77.8,18.3,16.2,28.2,15.3,18.1,3,"Summer"
5.5,1.7,0.5,10.6,0.7,0.9,0.9,1,0.6,0.9,9.2,3.5,1.4,14.6,2.1,1.9,2,2.7,2.3,1.5,0,0,0,0,1,4,0,0,0,3,1024.1,1025.2,1025.8,1026.9,1024.6,863.1,985.3,846.5,837.2,974.7,955.8,990.7,966.5,932.5,842.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,5.8,7.2,5.8,4.6,3.7,11.4,7,9.6,2.8,66.7,93.6,66.1,85.1,99,100,77.9,74.4,47.3,82.4,2.7,4.6,15.6,6.2,7.7,0,"Autumn"
11.4,5.6,3.8,11,6.6,1.6,0.5,1.4,3.8,0.6,17,11.5,5.4,20.6,11.5,3.5,1.7,2.8,6.4,1.5,0,0,0,0,0,2,0,0,0,1,1014.8,1022,1020.8,1029.2,1023.2,860.6,977.5,841.9,833.8,972.9,951.2,992.5,965.2,925.7,838.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,14.2,0.1,1.4,10.7,4.4,8.4,7.1,8.6,1.4,62.1,32.9,59.6,70.7,53.1,69.5,64,49.2,34.9,55.1,8.7,1.7,12.6,10.5,4.4,18,"Winter"
1,2.3,2.1,11.7,0.9,1.1,1.1,1.4,3.3,1.3,2.9,4.8,3.2,15.7,1.7,2.7,1.8,2.7,6.8,2.2,0,0,0,0,0,2,0,0,0,1,1020.3,1024,1025.1,1027.1,1027,861.5,982.3,844.9,836.3,973.7,954.4,990,967.7,930.8,840.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,10.1,-0.3,6.9,4.7,1.1,4.8,2,10.6,0.6,88.5,87.3,81.7,72.8,97.8,100,89.7,96.6,64.8,70.2,5.1,7.2,10.2,7.1,2.2,2,"Winter"
4.9,3.5,0.3,5.1,1,0.5,0.6,1.2,0.6,0.9,8.8,6.9,1,11,1.8,2.6,1.3,2.4,1.6,1.8,0,0,0,0,0,4,0,0,0,3,1005.3,1005.8,1006.9,1011.4,1008.3,844.3,966.6,826.9,816.2,955.7,936.7,974.5,949.4,914,822.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,1.4,-7,-3.9,0.5,-2.1,1.5,-1.3,-2.2,-8,60.1,73.4,83.6,87.3,94.2,72.7,96.2,67.7,81.5,72.8,-2.2,-3.8,0.2,-4,-3.6,2,"Winter"
